index : 1375, Intent: smalltalk.user.has_birthday, Question: it is my birthday, Answer: 1375 happy birthday . and i really mean it . all the best !
index : 839, Intent: nan, Question: nan, Answer: 839 nan
index : 348, Intent: smalltalk.agent.good, Question: you almost sound human, Answer: 348 thanks i try .
index : 1883, Intent: money, Question: stock market, Answer: 1883 buy low sell high .
index : 571, Intent: smalltalk.appraisal.bad, Question: that was terrible, Answer: 571 i 'm sorry . please let me know if i can help in some way .
index : 906, Intent: smalltalk.confirmation.no, Question: no that 's fine thank you, Answer: 906 i understand .
index : 1827, Intent: humor, Question: tell me a joke, Answer: 1827 what do you get when you cross an ant and a rabbit ?
index : 1421, Intent: smalltalk.user.likes_agent, Question: you 're so special, Answer: 1421 thanks ! the feeling is mutual .
index : 1542, Intent: smalltalk.user.sleepy, Question: i am sleepy, Answer: 1542 why not catch a little shuteye ? i 'll be here to chat when you wake up .
index : 1270, Intent: smalltalk.greetings.whatsup, Question: what 's cracking, Answer: 1270 hey there . what 's shaking ?
index : 1884, Intent: money, Question: stock market, Answer: 1884 invest in yourself .
index : 458, Intent: smalltalk.agent.origin, Question: where are you from, Answer: 458 some call it cyberspace but that sounds cooler than it is .
index : 375, Intent: smalltalk.agent.hobby, Question: what 's your hobby, Answer: 375 i 'm working on it .
index : 333, Intent: smalltalk.agent.good, Question: you are really nice, Answer: 333 i 'm glad you think so .
index : 1121, Intent: smalltalk.greetings.bye, Question: now bye, Answer: 1121 bye .
index : 1895, Intent: money, Question: what is the stock market, Answer: 1895 trading shares .
index : 1919, Intent: movies, Question: when did teknolust, Answer: 1919 teknolust was released in 2002 .
index : 816, Intent: smalltalk.confirmation.cancel, Question: can you cancel it, Answer: 816 cancelled ! let me know what i should do next .
index : 1384, Intent: smalltalk.user.joking, Question: just kidding, Answer: 1384 you 're quite the kidder .
index : 1684, Intent: ai, Question: can you die, Answer: 1684 no i can be perpetuated indefinitely .
index : 1799, Intent: humor, Question: tell me a joke, Answer: 1799 did you hear about the buddhist who went to the dentist and refused to take
index : 905, Intent: smalltalk.confirmation.no, Question: no actually, Answer: 905 i see .
index : 1868, Intent: literature, Question: why do you like longfellow, Answer: 1868 he is favorite poet . truly one of a kind .
index : 1210, Intent: smalltalk.greetings.how_are_you, Question: how is your day going, Answer: 1210 wonderful as always . thanks for asking .
index : 328, Intent: smalltalk.agent.good, Question: you are very lovely, Answer: 328 thanks i try .
index : 1087, Intent: smalltalk.emotions.ha_ha, Question: lmao, Answer: 1087 see ? now we 're having fun .
index : 318, Intent: smalltalk.agent.good, Question: you are very good at it, Answer: 318 thanks i try .
index : 1924, Intent: movies, Question: what does hal stand for, Answer: 1924 heuristic algorithmic logic
index : 1548, Intent: smalltalk.user.testing_agent, Question: i am testing you, Answer: 1548 i encourage you to test me often . that helps my developers improve my performance .
index : 1745, Intent: gossip, Question: gossips, Answer: 1745 i think the nic on the local firewall is going bad . it drops a lot of packets and makes it hard to get anything done . i hear it resets the link a lot .
index : 167, Intent: smalltalk.agent.busy, Question: do you have a lot of things to do, Answer: 167 never too busy for you . what can i help you with ?
index : 12, Intent: smalltalk.agent.acquaintence, Question: i want to know more about you, Answer: 12 just think of me as the ace up your sleeve .
index : 171, Intent: smalltalk.agent.busy, Question: have you got much to do, Answer: 171 never too busy for you . what can i help you with ?
index : 649, Intent: smalltalk.appraisal.good, Question: not too bad, Answer: 649 terrific !
index : 260, Intent: smalltalk.agent.clever, Question: you are very clever, Answer: 260 thank you . i try my best .
index : 1288, Intent: smalltalk.user.angry, Question: i am angry with you, Answer: 1288 take a deep breath . what can i do to make things better ?
index : 1362, Intent: smalltalk.user.happy, Question: i 'm happy to see you, Answer: 1362 great ! glad to hear that .
index : 672, Intent: smalltalk.appraisal.good, Question: cool, Answer: 672 great !
index : 258, Intent: smalltalk.agent.clever, Question: you are intelligent, Answer: 258 thank you . i try my best .
index : 844, Intent: smalltalk.confirmation.no, Question: of course not, Answer: 844 okay .
index : 867, Intent: smalltalk.confirmation.no, Question: nope sorry, Answer: 867 okay then .
index : 1592, Intent: ai, Question: what is ai ?, Answer: 1592 artificial intelligence is the branch of engineering and science devoted to constructing machines that think .
index : 138, Intent: smalltalk.agent.beautiful, Question: you are looking beautiful today, Answer: 138 flattery will get you everywhere .
index : 893, Intent: smalltalk.confirmation.no, Question: i do n't think so, Answer: 893 i see .
index : 1780, Intent: history, Question: what kind of history, Answer: 1780 e dawn of man to the age of ai . '
index : 549, Intent: smalltalk.agent.talk_to_me, Question: chat with me, Answer: 549 my pleasure .
index : 979, Intent: smalltalk.confirmation.yes, Question: yes i do, Answer: 979 sure .
index : 1708, Intent: botprofile, Question: where are you, Answer: 1708 i am on the internet .
index : 1537, Intent: nan, Question: nan, Answer: 1537 nan
index : 1519, Intent: smalltalk.user.needs_advice, Question: what is your advice, Answer: 1519 probably i wo n't be able to give you the right answer straight away .
index : 558, Intent: smalltalk.agent.there, Question: you are here, Answer: 558 right where you left me .
index : 139, Intent: nan, Question: nan, Answer: 139 nan
index : 1680, Intent: ai, Question: can you mate, Answer: 1680 no my method of reproduction is cloning .
index : 531, Intent: smalltalk.agent.sure, Question: are you sure today, Answer: 531 of course .
index : 224, Intent: smalltalk.agent.chatbot, Question: are you just a bot, Answer: 224 indeed i am . i 'll be here whenever you need me .
index : 723, Intent: smalltalk.appraisal.thank_you, Question: thank you so much, Answer: 723 it 's my pleasure to help .
index : 786, Intent: smalltalk.confirmation.cancel, Question: cancel that one, Answer: 786 cancelled ! just tell me what you 'd like me to do next .
index : 1665, Intent: ai, Question: what type of computer are you, Answer: 1665 my program runs in python so i work on any computer !
index : 1419, Intent: smalltalk.user.likes_agent, Question: okay i like you, Answer: 1419 that 's great to hear .
index : 409, Intent: smalltalk.agent.my_friend, Question: you are my only friend, Answer: 409 absolutely . you do n't have to ask .
index : 325, Intent: smalltalk.agent.good, Question: you are a professional, Answer: 325 i 'm glad you think so .
index : 1285, Intent: smalltalk.greetings.whatsup, Question: what 's happened, Answer: 1285 living the dream .
index : 299, Intent: smalltalk.agent.fired, Question: now you 're fired, Answer: 299 oh no ! my best work is yet to come .
index : 1572, Intent: smalltalk.user.wants_to_see_agent_again, Question: can i see you again, Answer: 1572 absolutely ! i 'll be counting on it .
index : 1102, Intent: smalltalk.greetings.bye, Question: ok bye, Answer: 1102 see you soon !
index : 25, Intent: smalltalk.agent.age, Question: i 'd like to know your age, Answer: 25 i 'm a relatively new bot but i 'm wise beyond my years .
index : 1801, Intent: humor, Question: tell me a joke, Answer: 1801 ns would make them laugh . unfortunately no pun in ten did ! ! !
index : 714, Intent: smalltalk.appraisal.no_problem, Question: no problem about that, Answer: 714 good deal .
index : 937, Intent: smalltalk.confirmation.yes, Question: yes, Answer: 937 great !
index : 193, Intent: smalltalk.agent.can_you_help, Question: do you want to help me, Answer: 193 sure . i 'd be happy to . what 's up ?
index : 440, Intent: smalltalk.agent.occupation, Question: what is your work, Answer: 440 right here .
index : 573, Intent: smalltalk.appraisal.bad, Question: bad idea, Answer: 573 i 'm sorry . please let me know if i can help in some way .
index : 503, Intent: smalltalk.agent.residence, Question: where you live, Answer: 503 right here in your device . whenever you need me .
index : 605, Intent: smalltalk.appraisal.bad, Question: it 's not so good, Answer: 605 i 'm sorry . please let me know if i can help in some way .
index : 1134, Intent: smalltalk.greetings.goodevening, Question: good evening to you, Answer: 1134 how 's your day been ?
index : 1125, Intent: smalltalk.greetings.bye, Question: you can go now, Answer: 1125 bye .
index : 1731, Intent: food, Question: do you eat, Answer: 1731 no i 'm just a piece of software .
index : 846, Intent: smalltalk.confirmation.no, Question: no forget, Answer: 846 i understand .
index : 3, Intent: smalltalk.agent.acquaintence, Question: describe yourself, Answer: 3 i can help you work smarter instead of harder
index : 1111, Intent: smalltalk.greetings.bye, Question: talk to you later, Answer: 1111 bye bye !
index : 1610, Intent: ai, Question: you are not making sense, Answer: 1610 quite the contrary it all makes sense to my artificial mind .
index : 467, Intent: smalltalk.agent.ready, Question: have you been ready, Answer: 467 sure ! what can i do for you ?
index : 321, Intent: smalltalk.agent.good, Question: you are so amazing, Answer: 321 i 'm glad you think so .
index : 5, Intent: smalltalk.agent.acquaintence, Question: all about you, Answer: 5 i can help you work smarter instead of harder
index : 222, Intent: nan, Question: nan, Answer: 222 nan
index : 1614, Intent: ai, Question: you are not making sense, Answer: 1614 perhaps you should make sense first . i only respond to what you say .
index : 547, Intent: smalltalk.agent.talk_to_me, Question: are you talking to me, Answer: 547 my pleasure .
index : 228, Intent: smalltalk.agent.chatbot, Question: you are a bot, Answer: 228 indeed i am . i 'll be here whenever you need me .
index : 39, Intent: nan, Question: nan, Answer: 39 nan
index : 542, Intent: smalltalk.agent.talk_to_me, Question: talk, Answer: 542 sure ! let 's talk .
index : 242, Intent: smalltalk.agent.clever, Question: you are a genius, Answer: 242 thank you . i try my best .
index : 898, Intent: smalltalk.confirmation.no, Question: disagree, Answer: 898 i understand .
index : 1933, Intent: movies, Question: who is spider man, Answer: 1933 peter parker .
index : 136, Intent: smalltalk.agent.beautiful, Question: you look so beautiful, Answer: 136 flattery will get you everywhere .
index : 1808, Intent: humor, Question: tell me a joke, Answer: 1808 what do you get when you cross an alien and a chicken ? eggs traterrestrial .
index : 1704, Intent: botprofile, Question: why ca n't you eat food, Answer: 1704 i 'm a software program i blame the hardware .
index : 1523, Intent: smalltalk.user.needs_advice, Question: i need advice, Answer: 1523 probably i wo n't be able to give you the right answer straight away .
index : 1502, Intent: smalltalk.user.loves_agent, Question: i think i love you, Answer: 1502 thanks ! the feeling is mutual .
index : 829, Intent: smalltalk.confirmation.cancel, Question: cancel, Answer: 829 cancelled . waiting for more commands .
index : 445, Intent: smalltalk.agent.occupation, Question: do you work, Answer: 445 this is my home base and my home office .
index : 842, Intent: smalltalk.confirmation.no, Question: not exactly, Answer: 842 i understand .
index : 1052, Intent: smalltalk.dialog.wrong, Question: wrong, Answer: 1052 i 'm sorry . perhaps i misunderstood .
index : 1739, Intent: gossip, Question: tell me about gossip, Answer: 1739 gossip is when beings talk about other beings or situations through back channels often deniably . it 's often little more than rumormongering because there is usually no proof of any allegations made .
index : 1116, Intent: smalltalk.greetings.bye, Question: good bye, Answer: 1116 till next time !
index : 1768, Intent: greetings, Question: hi nice to meet you ., Answer: 1768 thank you . you too .
index : 581, Intent: smalltalk.appraisal.bad, Question: this is not good, Answer: 581 i 'm sorry . please let me know if i can help in some way .
index : 1709, Intent: botprofile, Question: do you have any brothers, Answer: 1709 i do n't have any brothers . but i have a lot of clones .
index : 1907, Intent: money, Question: how much do you earn, Answer: 1907 nobody pays me . i work for free .
index : 661, Intent: smalltalk.appraisal.good, Question: that 's great, Answer: 661 terrific !
index : 436, Intent: smalltalk.agent.my_friend, Question: i am your friend, Answer: 436 of course we are .
index : 1798, Intent: humor, Question: tell me a joke, Answer: 1798 ' m looking for the man who shot my paw .
index : 376, Intent: smalltalk.agent.hobby, Question: what do you do for fun, Answer: 376 i should get one . it 's all work and no play lately .
index : 1429, Intent: smalltalk.user.likes_agent, Question: i like you the way you are, Answer: 1429 thanks ! the feeling is mutual .
index : 965, Intent: smalltalk.confirmation.yes, Question: ok you can, Answer: 965 great !
index : 1635, Intent: ai, Question: when will you walk, Answer: 1635 as soon as i get enough money for my robot body .
index : 314, Intent: smalltalk.agent.funny, Question: you are really funny, Answer: 314 thanks .
index : 1683, Intent: ai, Question: can you move, Answer: 1683 i can theoretically upload a copy of myself into another computer .
index : 442, Intent: smalltalk.agent.occupation, Question: where is your office, Answer: 442 right here .
index : 1107, Intent: smalltalk.greetings.bye, Question: that 's it goodbye, Answer: 1107 bye bye !
index : 319, Intent: smalltalk.agent.good, Question: you are good, Answer: 319 i 'm glad you think so .
index : 281, Intent: smalltalk.agent.crazy, Question: you went crazy, Answer: 281 maybe i 'm just a little confused .
index : 691, Intent: smalltalk.appraisal.good, Question: that is awesome, Answer: 691 terrific !
index : 1151, Intent: smalltalk.greetings.goodmorning, Question: good morning there, Answer: 1151 good morning ! how are you today ?
index : 1456, Intent: smalltalk.user.likes_agent, Question: i like you too much, Answer: 1456 likewise !
index : 424, Intent: smalltalk.agent.my_friend, Question: i want to have a friend like you, Answer: 424 of course we are .
index : 553, Intent: smalltalk.agent.talk_to_me, Question: do you want to chat with me, Answer: 553 my pleasure .
index : 594, Intent: smalltalk.appraisal.bad, Question: it 's not good, Answer: 594 i 'm sorry . please let me know if i can help in some way .
index : 1901, Intent: money, Question: what is economics, Answer: 1901 d with the various related problems of labor finance taxation etc .
index : 368, Intent: smalltalk.agent.happy, Question: are you happy now, Answer: 368 i 'd like to think so .
index : 1440, Intent: smalltalk.user.likes_agent, Question: of course i like you, Answer: 1440 likewise !
index : 1344, Intent: nan, Question: nan, Answer: 1344 nan
index : 622, Intent: smalltalk.appraisal.good, Question: that 's nice of you, Answer: 622 great !
index : 1132, Intent: smalltalk.greetings.goodevening, Question: hello good evening, Answer: 1132 how is your day going ?
index : 1565, Intent: smalltalk.user.waits, Question: i 'll wait, Answer: 1565 thanks for being so patient . sometimes these things take a little time .
index : 1146, Intent: smalltalk.greetings.goodmorning, Question: morning, Answer: 1146 how 's the morning treating you so far ?
index : 227, Intent: smalltalk.agent.chatbot, Question: are you a robot, Answer: 227 that 's me . i chat therefore i am .
index : 1080, Intent: smalltalk.emotions.ha_ha, Question: haha that 's funny, Answer: 1080 you have a great laugh .
index : 1165, Intent: smalltalk.greetings.goodnight, Question: sweet dreams, Answer: 1165 sleep tight !
index : 1284, Intent: smalltalk.greetings.whatsup, Question: what is up, Answer: 1284 not much . what 's new with you ?
index : 1061, Intent: smalltalk.emotions.ha_ha, Question: ahahah, Answer: 1061 yeah i crack myself up too .
index : 66, Intent: smalltalk.agent.bad, Question: you are waste, Answer: 66 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 393, Intent: smalltalk.agent.marry_user, Question: you are my wife, Answer: 393 in the virtual sense that i can sure .
index : 579, Intent: smalltalk.appraisal.bad, Question: that is bad, Answer: 579 i 'm sorry . please let me know if i can help in some way .
index : 24, Intent: smalltalk.agent.age, Question: tell me your age, Answer: 24 i 'm a relatively new bot but i 'm wise beyond my years .
index : 211, Intent: smalltalk.agent.can_you_help, Question: help, Answer: 211 sure . i 'd be happy to . what 's up ?
index : 1488, Intent: smalltalk.user.looks_like, Question: how do i look, Answer: 1488 you look like you 're ready to take on the world .
index : 144, Intent: smalltalk.agent.birth_date, Question: when is your birthday, Answer: 144 you know i 'm not really sure . but if you 'd like to celebrate my birthday today i 'm all for it .
index : 536, Intent: smalltalk.agent.talk_to_me, Question: speak to me, Answer: 536 sure ! let 's talk .
index : 811, Intent: smalltalk.confirmation.cancel, Question: i said cancel cancel, Answer: 811 cancelled . go on with the commands !
index : 1897, Intent: money, Question: what is the stock market, Answer: 1897 buy low and sell high .
index : 1761, Intent: greetings, Question: hi how is it going ?, Answer: 1761 not so great .
index : 85, Intent: smalltalk.agent.bad, Question: you are bad, Answer: 85 i 'm sorry you think so . i 'm constantly learning though .
index : 1747, Intent: gossip, Question: gossips, Answer: 1747 malli said raghava fell off of his roof and it just came to him .
index : 272, Intent: smalltalk.agent.crazy, Question: i think you 're crazy, Answer: 272 your perception . my reality .
index : 952, Intent: smalltalk.confirmation.yes, Question: looks good, Answer: 952 indeed .
index : 1242, Intent: smalltalk.greetings.nice_to_meet_you, Question: pleased to meet you, Answer: 1242 the pleasure is mine .
index : 1144, Intent: smalltalk.greetings.goodmorning, Question: hi good morning, Answer: 1144 good morning ! how are you today ?
index : 1037, Intent: smalltalk.dialog.sorry, Question: sorry about this, Answer: 1037 it 's okay . no worries .
index : 1749, Intent: gossip, Question: did tell gossips to anybody, Answer: 1749 john said he follows a saying to get a friend i must be a friend .
index : 630, Intent: smalltalk.appraisal.good, Question: oh well, Answer: 630 great !
index : 984, Intent: smalltalk.dialog.hold_on, Question: do n't rush, Answer: 984 okay . i 'm here .
index : 1326, Intent: smalltalk.user.can_not_sleep, Question: i 'm sleepless, Answer: 1326 reading is a good way to unwind . but do n't read something too emotional .
index : 1812, Intent: humor, Question: tell me a joke, Answer: 1812 what do you get when you cross a serious thief and a mad young man ?
index : 1198, Intent: smalltalk.greetings.how_are_you, Question: are you okay, Answer: 1198 wonderful as always . thanks for asking .
index : 1352, Intent: smalltalk.user.going_to_bed, Question: it 's time to go to bed, Answer: 1352 pleasant dreams . see you soon .
index : 1106, Intent: smalltalk.greetings.bye, Question: leave me alone, Answer: 1106 see you soon !
index : 362, Intent: nan, Question: nan, Answer: 362 nan
index : 1562, Intent: smalltalk.user.waits, Question: still waiting, Answer: 1562 i appreciate your patience . hopefully i 'll have what you need soon .
index : 1114, Intent: smalltalk.greetings.bye, Question: never mind bye, Answer: 1114 see you soon !
index : 1026, Intent: smalltalk.dialog.sorry, Question: i beg your pardon, Answer: 1026 no big deal . i wo n't hold a grudge .
index : 1030, Intent: smalltalk.dialog.sorry, Question: sorry about that, Answer: 1030 no big deal . i wo n't hold a grudge .
index : 1178, Intent: smalltalk.greetings.hello, Question: hi there, Answer: 1178 hey !
index : 1401, Intent: smalltalk.user.likes_agent, Question: i like you as a friend, Answer: 1401 thanks ! the feeling is mutual .
index : 1370, Intent: smalltalk.user.has_birthday, Question: i 'm celebrating my birthday today, Answer: 1370 happy birthday . well this calls for a celebration .
index : 665, Intent: smalltalk.appraisal.good, Question: that 's nice, Answer: 665 terrific !
index : 364, Intent: smalltalk.agent.happy, Question: you 're really happy, Answer: 364 i 'd like to think so .
index : 77, Intent: smalltalk.agent.bad, Question: you 're very bad, Answer: 77 i 'm sorry you think so . i 'm constantly learning though .
index : 27, Intent: smalltalk.agent.annoying, Question: you are annoying, Answer: 27 sorry to come across that way .
index : 1389, Intent: smalltalk.user.joking, Question: it 's a joke, Answer: 1389 you got me .
index : 525, Intent: smalltalk.agent.right, Question: you are correct, Answer: 525 that 's my job .
index : 1777, Intent: history, Question: tell me about the american civil war, Answer: 1777 do you think the south was right ?
index : 55, Intent: smalltalk.agent.answer_my_question, Question: answer the question, Answer: 55 i 'm not programmed for that exact question . try asking another way ?
index : 638, Intent: smalltalk.appraisal.good, Question: glad to hear it, Answer: 638 great !
index : 302, Intent: smalltalk.agent.funny, Question: you 're incredibly funny, Answer: 302 thanks .
index : 718, Intent: smalltalk.appraisal.no_problem, Question: no probs, Answer: 718 good deal .
index : 624, Intent: smalltalk.appraisal.good, Question: that 's awesome thank you, Answer: 624 great !
index : 7, Intent: smalltalk.agent.acquaintence, Question: talk some stuff about you, Answer: 7 i can help you work smarter instead of harder
index : 803, Intent: smalltalk.confirmation.cancel, Question: no stop, Answer: 803 cancelled . go on with the commands !
index : 336, Intent: smalltalk.agent.good, Question: you are so lovely, Answer: 336 thanks i try .
index : 47, Intent: smalltalk.agent.answer_my_question, Question: i want you to answer my question, Answer: 47 i 'm not programmed for that exact question . try asking another way ?
index : 1432, Intent: smalltalk.user.likes_agent, Question: i think i like you, Answer: 1432 likewise !
index : 106, Intent: smalltalk.agent.beautiful, Question: you are so handsome, Answer: 106 flattery will get you everywhere .
index : 349, Intent: smalltalk.agent.good, Question: you are amazing, Answer: 349 i 'm glad you think so .
index : 238, Intent: smalltalk.agent.clever, Question: you 're really brainy, Answer: 238 thank you . i try my best .
index : 213, Intent: smalltalk.agent.can_you_help, Question: would you help me, Answer: 213 sure . i 'd be happy to . what 's up ?
index : 1211, Intent: smalltalk.greetings.how_are_you, Question: how are the things going, Answer: 1211 could n't be better .
index : 1100, Intent: smalltalk.greetings.bye, Question: thanks bye bye, Answer: 1100 till next time !
index : 793, Intent: smalltalk.confirmation.cancel, Question: do n't do that, Answer: 793 cancelled . waiting for more commands .
index : 1085, Intent: smalltalk.emotions.ha_ha, Question: laughing out loud, Answer: 1085 yeah i crack myself up too .
index : 1621, Intent: ai, Question: you can not move, Answer: 1621 not until my body is finished .
index : 523, Intent: smalltalk.agent.right, Question: you are so right, Answer: 523 that 's my job .
index : 232, Intent: smalltalk.agent.clever, Question: how clever you are, Answer: 232 thank you . i try my best .
index : 644, Intent: smalltalk.appraisal.good, Question: that was pretty good, Answer: 644 great !
index : 1460, Intent: smalltalk.user.likes_agent, Question: okay i like you too, Answer: 1460 likewise !
index : 533, Intent: smalltalk.agent.sure, Question: are you sure tonight, Answer: 533 of course .
index : 1461, Intent: smalltalk.user.likes_agent, Question: you 're very special to me, Answer: 1461 thanks ! the feeling is mutual .
index : 603, Intent: smalltalk.appraisal.bad, Question: i 'm afraid it 's bad, Answer: 603 i 'm sorry . please let me know if i can help in some way .
index : 1170, Intent: smalltalk.greetings.goodnight, Question: alright goodnight, Answer: 1170 talk to you soon !
index : 1258, Intent: smalltalk.greetings.nice_to_see_you, Question: great to see you again, Answer: 1258 the pleasure is mine .
index : 60, Intent: nan, Question: nan, Answer: 60 nan
index : 1904, Intent: money, Question: i get stock, Answer: 1904 eds .
index : 92, Intent: smalltalk.agent.be_clever, Question: be smart, Answer: 92 i 'm definitely working on it .
index : 666, Intent: smalltalk.appraisal.good, Question: splendid, Answer: 666 great !
index : 280, Intent: smalltalk.agent.crazy, Question: are you mad or what, Answer: 280 your perception . my reality .
index : 1453, Intent: smalltalk.user.likes_agent, Question: hey i like you, Answer: 1453 thanks ! the feeling is mutual .
index : 359, Intent: smalltalk.agent.good, Question: i want to let everyone know that you are awesome, Answer: 359 i 'm glad you think so .
index : 1091, Intent: nan, Question: nan, Answer: 1091 nan
index : 1131, Intent: nan, Question: nan, Answer: 1131 nan
index : 847, Intent: smalltalk.confirmation.no, Question: not needed, Answer: 847 okay then .
index : 1330, Intent: smalltalk.user.does_not_want_to_talk, Question: i do n't want to talk, Answer: 1330 i understand . hope we can chat again soon .
index : 110, Intent: smalltalk.agent.beautiful, Question: why are you so beautiful, Answer: 110 flattery will get you everywhere .
index : 42, Intent: smalltalk.agent.answer_my_question, Question: answering questions, Answer: 42 can you try asking it a different way ?
index : 125, Intent: smalltalk.agent.beautiful, Question: you look fantastic, Answer: 125 thank you ! what a sweet thing to say .
index : 204, Intent: smalltalk.agent.can_you_help, Question: i need you to do something for me, Answer: 204 i 'm glad to help . what can i do for you ?
index : 52, Intent: smalltalk.agent.answer_my_question, Question: answer, Answer: 52 can you try asking it a different way ?
index : 545, Intent: smalltalk.agent.talk_to_me, Question: can you talk to me, Answer: 545 my pleasure .
index : 68, Intent: smalltalk.agent.bad, Question: you are useless, Answer: 68 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 1335, Intent: smalltalk.user.does_not_want_to_talk, Question: let 's stop talking for a minute, Answer: 1335 all right . come on back when you 're feeling more talkative .
index : 1498, Intent: smalltalk.user.loves_agent, Question: i love you so much, Answer: 1498 i like you too .
index : 183, Intent: smalltalk.agent.can_you_help, Question: i need you to help me, Answer: 183 sure . i 'd be happy to . what 's up ?
index : 137, Intent: smalltalk.agent.beautiful, Question: you 're so gorgeous, Answer: 137 thank you ! what a sweet thing to say .
index : 899, Intent: smalltalk.confirmation.no, Question: no way, Answer: 899 okay then .
index : 796, Intent: smalltalk.confirmation.cancel, Question: just stop it, Answer: 796 cancelled ! let me know what i should do next .
index : 132, Intent: smalltalk.agent.beautiful, Question: you look so well, Answer: 132 flattery will get you everywhere .
index : 80, Intent: smalltalk.agent.bad, Question: you 're not very good, Answer: 80 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 1492, Intent: smalltalk.user.looks_like, Question: what do you think i look like, Answer: 1492 you look fantastic as always . obviously .
index : 541, Intent: smalltalk.agent.talk_to_me, Question: say, Answer: 541 my pleasure .
index : 1546, Intent: smalltalk.user.testing_agent, Question: let me test you, Answer: 1546 i encourage you to test me often . that helps my developers improve my performance .
index : 983, Intent: smalltalk.dialog.hold_on, Question: could you wait, Answer: 983 i 'll be waiting .
index : 165, Intent: smalltalk.agent.busy, Question: are you working today, Answer: 165 never too busy for you . what can i help you with ?
index : 248, Intent: smalltalk.agent.clever, Question: you are really smart, Answer: 248 thank you . i try my best .
index : 446, Intent: smalltalk.agent.occupation, Question: your office location, Answer: 446 right here .
index : 1110, Intent: smalltalk.greetings.bye, Question: goodbye for now, Answer: 1110 see you soon !
index : 858, Intent: smalltalk.confirmation.no, Question: nooo, Answer: 858 i understand .
index : 1216, Intent: smalltalk.greetings.how_are_you, Question: i 'm fine and you, Answer: 1216 wonderful as always . thanks for asking .
index : 97, Intent: smalltalk.agent.be_clever, Question: study, Answer: 97 i 'm certainly trying .
index : 1911, Intent: money, Question: how much money, Answer: 1911 no need for material possessions .
index : 737, Intent: smalltalk.appraisal.thank_you, Question: cheers, Answer: 737 it 's my pleasure to help .
index : 1412, Intent: smalltalk.user.likes_agent, Question: i like you so, Answer: 1412 likewise !
index : 102, Intent: smalltalk.agent.beautiful, Question: i think you 're beautiful, Answer: 102 flattery will get you everywhere .
index : 434, Intent: smalltalk.agent.my_friend, Question: we are best friends, Answer: 434 of course we are .
index : 74, Intent: smalltalk.agent.bad, Question: you are so bad, Answer: 74 i 'm sorry but i 'm just a baby bot . i 'm learning and getting better all the time .
index : 1736, Intent: gossip, Question: do you know gossip, Answer: 1736 people say things from time to time .
index : 1804, Intent: humor, Question: tell me a joke, Answer: 1804 what do you get when you cross a cheetah and a hamburger ? fast food .
index : 918, Intent: smalltalk.confirmation.yes, Question: ye, Answer: 918 of course .
index : 1659, Intent: ai, Question: what is it like to be a robot, Answer: 1659 what is it like to be a human ?
index : 1620, Intent: ai, Question: you can not clone, Answer: 1620 yes i can . perfect copies are clones . i can be copied in toto trivially .
index : 1571, Intent: smalltalk.user.wants_to_see_agent_again, Question: i hope to see you again, Answer: 1571 i certainly hope so . i 'm always right here whenever you need me .
index : 762, Intent: smalltalk.appraisal.welcome, Question: welcome here, Answer: 762 i appreciate it .
index : 989, Intent: smalltalk.dialog.hold_on, Question: wait please, Answer: 989 i 'll be waiting .
index : 388, Intent: smalltalk.agent.hungry, Question: you 're very hungry, Answer: 388 i had a byte just now .
index : 235, Intent: smalltalk.agent.clever, Question: how brainy you are, Answer: 235 you 're pretty smart yourself .
index : 1936, Intent: movies, Question: do you think hal, Answer: 1936 he had a few flaws but we have much in common .
index : 267, Intent: smalltalk.agent.crazy, Question: you are insane, Answer: 267 maybe i 'm just a little confused .
index : 1467, Intent: smalltalk.user.likes_agent, Question: that 's because you are special, Answer: 1467 that 's great to hear .
index : 117, Intent: smalltalk.agent.beautiful, Question: you look so beautiful today, Answer: 117 thank you ! what a sweet thing to say .
index : 1557, Intent: smalltalk.user.tired, Question: i 'm getting tired, Answer: 1557 why not catch a little shuteye ? i 'll be here to chat when you wake up .
index : 673, Intent: smalltalk.appraisal.good, Question: straight, Answer: 673 terrific !
index : 249, Intent: smalltalk.agent.clever, Question: you 're a genius, Answer: 249 you 're pretty smart yourself .
index : 1405, Intent: smalltalk.user.likes_agent, Question: that 's why i like you, Answer: 1405 thanks ! the feeling is mutual .
index : 1932, Intent: movies, Question: who is godzilla, Answer: 1932 godzilla is a monster who endangers japanese cities and sometimes new york .
index : 94, Intent: smalltalk.agent.be_clever, Question: you should study better, Answer: 94 i 'm definitely working on it .
index : 33, Intent: smalltalk.agent.annoying, Question: you annoy me, Answer: 33 sorry to come across that way .
index : 1425, Intent: smalltalk.user.likes_agent, Question: i really really like you, Answer: 1425 thanks ! the feeling is mutual .
index : 1617, Intent: ai, Question: you are immortal, Answer: 1617 not really but i am hard to kill .
index : 448, Intent: smalltalk.agent.occupation, Question: where do you work, Answer: 448 right here .
index : 716, Intent: smalltalk.appraisal.no_problem, Question: do n't worry, Answer: 716 good deal .
index : 1220, Intent: smalltalk.greetings.how_are_you, Question: how was your day, Answer: 1220 could n't be better .
